+1 1:179.0 2:136.0 3:118.0 4:136.0 5:152.0 6:125.0 7:67.0 8:136.0 9:136.0 10:103.0 11:113.0 12:128.0 13:102.0 14:116.0 15:182.0 16:177.0
+1 1:94.0 2:96.0 3:50.0 4:78.0 5:90.0 6:86.0 7:47.0 8:147.0 9:61.0 10:68.0 11:78.0 12:90.0 13:73.0 14:120.0 15:122.0 16:103.0
+1 1:86.0 2:57.0 3:68.0 4:79.0 5:64.0 6:45.0 7:49.0 8:70.0 9:88.0 10:53.0 11:73.0 12:93.0 13:51.0 14:73.0 15:118.0 16:127.0
+1 1:73.0 2:69.0 3:63.0 4:42.0 5:79.0 6:62.0 7:52.0 8:54.0 9:65.0 10:58.0 11:35.0 12:56.0 13:30.0 14:58.0 15:64.0 16:54.0
+1 1:349.0 2:163.0 3:187.0 4:272.0 5:186.0 6:132.0 7:90.0 8:159.0 9:248.0 10:82.0 11:138.0 12:196.0 13:187.0 14:190.0 15:250.0 16:337.0
+1 1:106.0 2:53.0 3:82.0 4:94.0 5:59.0 6:32.0 7:24.0 8:35.0 9:95.0 10:26.0 11:56.0 12:60.0 13:75.0 14:39.0 15:75.0 16:76.0
+1 1:178.0 2:95.0 3:84.0 4:128.0 5:107.0 6:70.0 7:49.0 8:84.0 9:98.0 10:57.0 11:48.0 12:72.0 13:102.0 14:88.0 15:94.0 16:123.0
+1 1:32.0 2:25.0 3:26.0 4:23.0 5:32.0 6:15.0 7:12.0 8:20.0 9:29.0 10:19.0 11:26.0 12:17.0 13:12.0 14:20.0 15:28.0 16:14.0
+1 1:43.0 2:34.0 3:28.0 4:30.0 5:25.0 6:15.0 7:13.0 8:31.0 9:37.0 10:12.0 11:23.0 12:19.0 13:30.0 14:23.0 15:27.0 16:34.0
+1 1:130.0 2:87.0 3:78.0 4:100.0 5:86.0 6:61.0 7:65.0 8:58.0 9:102.0 10:69.0 11:95.0 12:72.0 13:76.0 14:53.0 15:101.0 16:106.0
+1 1:63.0 2:46.0 3:43.0 4:52.0 5:62.0 6:30.0 7:29.0 8:30.0 9:50.0 10:39.0 11:41.0 12:35.0 13:29.0 14:36.0 15:52.0 16:29.0
+1 1:142.0 2:56.0 3:69.0 4:78.0 5:56.0 6:42.0 7:23.0 8:61.0 9:69.0 10:29.0 11:31.0 12:41.0 13:78.0 14:55.0 15:47.0 16:69.0
+1 1:82.0 2:57.0 3:60.0 4:94.0 5:83.0 6:59.0 7:39.0 8:64.0 9:63.0 10:51.0 11:52.0 12:73.0 13:65.0 14:78.0 15:88.0 16:106.0
+1 1:124.0 2:74.0 3:88.0 4:134.0 5:106.0 6:80.0 7:45.0 8:103.0 9:83.0 10:68.0 11:106.0 12:125.0 13:107.0 14:112.0 15:143.0 16:198.0
+1 1:81.0 2:70.0 3:66.0 4:41.0 5:80.0 6:63.0 7:41.0 8:48.0 9:59.0 10:56.0 11:30.0 12:37.0 13:38.0 14:43.0 15:45.0 16:56.0
+1 1:66.0 2:35.0 3:34.0 4:46.0 5:54.0 6:19.0 7:11.0 8:35.0 9:25.0 10:36.0 11:11.0 12:14.0 13:36.0 14:29.0 15:30.0 16:19.0
+1 1:145.0 2:54.0 3:137.0 4:57.0 5:80.0 6:36.0 7:45.0 8:52.0 9:121.0 10:76.0 11:93.0 12:51.0 13:47.0 14:47.0 15:66.0 16:54.0
+1 1:163.0 2:93.0 3:97.0 4:117.0 5:91.0 6:72.0 7:73.0 8:79.0 9:124.0 10:73.0 11:96.0 12:92.0 13:92.0 14:77.0 15:119.0 16:152.0
+1 1:134.0 2:104.0 3:127.0 4:140.0 5:101.0 6:67.0 7:90.0 8:84.0 9:182.0 10:94.0 11:133.0 12:97.0 13:88.0 14:77.0 15:156.0 16:104.0
+1 1:252.0 2:93.0 3:106.0 4:130.0 5:100.0 6:39.0 7:39.0 8:58.0 9:136.0 10:34.0 11:64.0 12:69.0 13:93.0 14:70.0 15:94.0 16:136.0
+1 1:175.0 2:63.0 3:98.0 4:58.0 5:58.0 6:52.0 7:53.0 8:48.0 9:103.0 10:58.0 11:55.0 12:48.0 13:57.0 14:38.0 15:59.0 16:59.0
+1 1:29.0 2:36.0 3:36.0 4:51.0 5:44.0 6:40.0 7:33.0 8:50.0 9:45.0 10:50.0 11:43.0 12:41.0 13:34.0 14:41.0 15:67.0 16:55.0
+1 1:139.0 2:90.0 3:107.0 4:88.0 5:94.0 6:96.0 7:80.0 8:76.0 9:123.0 10:66.0 11:88.0 12:90.0 13:68.0 14:94.0 15:92.0 16:101.0
+1 1:110.0 2:36.0 3:64.0 4:85.0 5:50.0 6:33.0 7:28.0 8:42.0 9:77.0 10:29.0 11:41.0 12:51.0 13:57.0 14:55.0 15:66.0 16:92.0
+1 1:71.0 2:18.0 3:41.0 4:48.0 5:24.0 6:14.0 7:17.0 8:15.0 9:55.0 10:21.0 11:35.0 12:22.0 13:28.0 14:17.0 15:40.0 16:46.0
+1 1:55.0 2:24.0 3:23.0 4:40.0 5:21.0 6:15.0 7:16.0 8:32.0 9:29.0 10:24.0 11:22.0 12:30.0 13:36.0 14:21.0 15:45.0 16:50.0
+1 1:137.0 2:113.0 3:84.0 4:75.0 5:112.0 6:100.0 7:53.0 8:93.0 9:107.0 10:49.0 11:67.0 12:104.0 13:53.0 14:96.0 15:123.0 16:111.0
+1 1:17.0 2:22.0 3:21.0 4:48.0 5:33.0 6:17.0 7:8.0 8:20.0 9:15.0 10:14.0 11:17.0 12:23.0 13:43.0 14:25.0 15:23.0 16:42.0
+1 1:107.0 2:58.0 3:75.0 4:57.0 5:68.0 6:55.0 7:28.0 8:64.0 9:79.0 10:52.0 11:40.0 12:48.0 13:43.0 14:50.0 15:76.0 16:61.0
+1 1:174.0 2:232.0 3:154.0 4:128.0 5:251.0 6:192.0 7:108.0 8:238.0 9:108.0 10:154.0 11:76.0 12:134.0 13:155.0 14:211.0 15:134.0 16:153.0
+1 1:56.0 2:24.0 3:45.0 4:59.0 5:38.0 6:24.0 7:16.0 8:25.0 9:47.0 10:23.0 11:33.0 12:34.0 13:42.0 14:32.0 15:44.0 16:41.0
+1 1:83.0 2:74.0 3:82.0 4:73.0 5:103.0 6:66.0 7:45.0 8:55.0 9:77.0 10:54.0 11:62.0 12:61.0 13:49.0 14:75.0 15:65.0 16:75.0
+1 1:23.0 2:17.0 3:27.0 4:42.0 5:25.0 6:7.0 7:18.0 8:5.0 9:24.0 10:25.0 11:32.0 12:21.0 13:37.0 14:6.0 15:25.0 16:13.0
+1 1:40.0 2:49.0 3:44.0 4:32.0 5:57.0 6:37.0 7:22.0 8:38.0 9:38.0 10:38.0 11:46.0 12:38.0 13:30.0 14:30.0 15:48.0 16:37.0
+1 1:192.0 2:211.0 3:193.0 4:135.0 5:209.0 6:108.0 7:72.0 8:175.0 9:173.0 10:145.0 11:102.0 12:109.0 13:156.0 14:100.0 15:163.0 16:96.0
+1 1:179.0 2:98.0 3:140.0 4:85.0 5:120.0 6:92.0 7:43.0 8:83.0 9:137.0 10:65.0 11:82.0 12:108.0 13:65.0 14:83.0 15:128.0 16:138.0
+1 1:28.0 2:15.0 3:19.0 4:29.0 5:21.0 6:17.0 7:15.0 8:28.0 9:20.0 10:25.0 11:21.0 12:12.0 13:21.0 14:24.0 15:24.0 16:43.0
+1 1:64.0 2:29.0 3:51.0 4:39.0 5:38.0 6:25.0 7:16.0 8:35.0 9:53.0 10:32.0 11:39.0 12:29.0 13:27.0 14:28.0 15:48.0 16:48.0
+1 1:161.0 2:93.0 3:104.0 4:113.0 5:104.0 6:70.0 7:55.0 8:98.0 9:114.0 10:70.0 11:75.0 12:88.0 13:92.0 14:94.0 15:113.0 16:131.0
+1 1:67.0 2:46.0 3:53.0 4:67.0 5:54.0 6:35.0 7:29.0 8:44.0 9:56.0 10:31.0 11:27.0 12:46.0 13:56.0 14:50.0 15:51.0 16:72.0
+1 1:157.0 2:58.0 3:83.0 4:78.0 5:69.0 6:49.0 7:52.0 8:87.0 9:102.0 10:42.0 11:59.0 12:69.0 13:48.0 14:108.0 15:78.0 16:84.0
+1 1:120.0 2:69.0 3:96.0 4:80.0 5:101.0 6:54.0 7:61.0 8:66.0 9:88.0 10:87.0 11:109.0 12:89.0 13:56.0 14:72.0 15:107.0 16:95.0
+1 1:21.0 2:15.0 3:17.0 4:17.0 5:19.0 6:18.0 7:18.0 8:22.0 9:16.0 10:21.0 11:11.0 12:28.0 13:14.0 14:23.0 15:30.0 16:48.0
+1 1:26.0 2:21.0 3:21.0 4:23.0 5:28.0 6:18.0 7:25.0 8:18.0 9:20.0 10:26.0 11:21.0 12:20.0 13:16.0 14:24.0 15:21.0 16:25.0
+1 1:123.0 2:106.0 3:66.0 4:128.0 5:113.0 6:95.0 7:44.0 8:133.0 9:85.0 10:58.0 11:103.0 12:122.0 13:102.0 14:126.0 15:155.0 16:208.0
+1 1:76.0 2:57.0 3:89.0 4:74.0 5:71.0 6:35.0 7:59.0 8:65.0 9:91.0 10:70.0 11:66.0 12:50.0 13:57.0 14:68.0 15:64.0 16:54.0
+1 1:36.0 2:28.0 3:14.0 4:39.0 5:29.0 6:14.0 7:13.0 8:24.0 9:18.0 10:13.0 11:10.0 12:28.0 13:34.0 14:25.0 15:32.0 16:52.0
+1 1:129.0 2:100.0 3:108.0 4:99.0 5:109.0 6:66.0 7:76.0 8:84.0 9:137.0 10:92.0 11:115.0 12:96.0 13:61.0 14:77.0 15:141.0 16:123.0
+1 1:32.0 2:45.0 3:22.0 4:29.0 5:52.0 6:38.0 7:23.0 8:43.0 9:15.0 10:32.0 11:13.0 12:24.0 13:29.0 14:41.0 15:26.0 16:45.0
+1 1:94.0 2:45.0 3:60.0 4:40.0 5:44.0 6:38.0 7:25.0 8:60.0 9:72.0 10:32.0 11:22.0 12:25.0 13:28.0 14:52.0 15:45.0 16:46.0
+1 1:147.0 2:73.0 3:84.0 4:119.0 5:85.0 6:42.0 7:49.0 8:51.0 9:124.0 10:35.0 11:53.0 12:51.0 13:66.0 14:77.0 15:78.0 16:92.0
+1 1:116.0 2:57.0 3:60.0 4:70.0 5:64.0 6:44.0 7:29.0 8:52.0 9:70.0 10:35.0 11:41.0 12:43.0 13:53.0 14:53.0 15:59.0 16:76.0
+1 1:116.0 2:58.0 3:54.0 4:86.0 5:66.0 6:37.0 7:29.0 8:44.0 9:64.0 10:38.0 11:38.0 12:34.0 13:67.0 14:43.0 15:54.0 16:62.0
+1 1:40.0 2:33.0 3:43.0 4:22.0 5:34.0 6:35.0 7:32.0 8:27.0 9:44.0 10:30.0 11:28.0 12:31.0 13:20.0 14:30.0 15:30.0 16:21.0
+1 1:111.0 2:70.0 3:82.0 4:61.0 5:71.0 6:42.0 7:29.0 8:68.0 9:97.0 10:38.0 11:48.0 12:44.0 13:45.0 14:60.0 15:68.0 16:68.0
+1 1:14.0 2:33.0 3:12.0 4:48.0 5:38.0 6:20.0 7:18.0 8:35.0 9:27.0 10:26.0 11:7.0 12:15.0 13:27.0 14:32.0 15:38.0 16:36.0
+1 1:83.0 2:49.0 3:53.0 4:50.0 5:73.0 6:40.0 7:25.0 8:41.0 9:37.0 10:42.0 11:23.0 12:27.0 13:41.0 14:48.0 15:29.0 16:34.0
+1 1:88.0 2:59.0 3:56.0 4:62.0 5:69.0 6:47.0 7:33.0 8:54.0 9:65.0 10:54.0 11:59.0 12:52.0 13:42.0 14:43.0 15:83.0 16:80.0
+1 1:50.0 2:29.0 3:42.0 4:29.0 5:31.0 6:18.0 7:34.0 8:25.0 9:35.0 10:38.0 11:29.0 12:26.0 13:34.0 14:23.0 15:23.0 16:25.0
+1 1:91.0 2:75.0 3:85.0 4:58.0 5:89.0 6:35.0 7:65.0 8:38.0 9:83.0 10:77.0 11:53.0 12:43.0 13:46.0 14:40.0 15:53.0 16:50.0
+1 1:37.0 2:38.0 3:39.0 4:47.0 5:62.0 6:40.0 7:31.0 8:39.0 9:37.0 10:39.0 11:23.0 12:38.0 13:24.0 14:55.0 15:45.0 16:54.0
+1 1:209.0 2:91.0 3:101.0 4:152.0 5:118.0 6:73.0 7:54.0 8:69.0 9:113.0 10:80.0 11:88.0 12:76.0 13:113.0 14:70.0 15:114.0 16:119.0
+1 1:56.0 2:49.0 3:49.0 4:36.0 5:55.0 6:30.0 7:32.0 8:30.0 9:56.0 10:29.0 11:38.0 12:40.0 13:23.0 14:39.0 15:44.0 16:39.0
+1 1:43.0 2:55.0 3:39.0 4:29.0 5:57.0 6:49.0 7:34.0 8:31.0 9:42.0 10:31.0 11:31.0 12:25.0 13:24.0 14:36.0 15:25.0 16:26.0
+1 1:33.0 2:16.0 3:27.0 4:31.0 5:26.0 6:13.0 7:10.0 8:16.0 9:28.0 10:15.0 11:17.0 12:20.0 13:20.0 14:21.0 15:26.0 16:22.0
+1 1:46.0 2:41.0 3:32.0 4:26.0 5:38.0 6:41.0 7:39.0 8:38.0 9:37.0 10:46.0 11:34.0 12:31.0 13:23.0 14:28.0 15:44.0 16:42.0
+1 1:96.0 2:56.0 3:82.0 4:92.0 5:62.0 6:45.0 7:35.0 8:47.0 9:91.0 10:36.0 11:63.0 12:56.0 13:76.0 14:52.0 15:67.0 16:87.0
+1 1:163.0 2:111.0 3:86.0 4:133.0 5:148.0 6:84.0 7:54.0 8:83.0 9:94.0 10:52.0 11:60.0 12:81.0 13:87.0 14:122.0 15:88.0 16:111.0
+1 1:106.0 2:126.0 3:112.0 4:86.0 5:144.0 6:102.0 7:97.0 8:97.0 9:126.0 10:97.0 11:110.0 12:129.0 13:53.0 14:115.0 15:144.0 16:158.0
+1 1:39.0 2:26.0 3:30.0 4:34.0 5:37.0 6:27.0 7:12.0 8:27.0 9:40.0 10:19.0 11:24.0 12:27.0 13:13.0 14:31.0 15:44.0 16:35.0
+1 1:172.0 2:75.0 3:108.0 4:109.0 5:89.0 6:30.0 7:30.0 8:49.0 9:134.0 10:37.0 11:71.0 12:68.0 13:69.0 14:56.0 15:101.0 16:114.0
+1 1:103.0 2:78.0 3:90.0 4:74.0 5:97.0 6:59.0 7:48.0 8:34.0 9:75.0 10:62.0 11:44.0 12:35.0 13:70.0 14:39.0 15:34.0 16:39.0
+1 1:143.0 2:80.0 3:83.0 4:70.0 5:136.0 6:53.0 7:28.0 8:69.0 9:45.0 10:65.0 11:88.0 12:60.0 13:51.0 14:88.0 15:60.0 16:78.0
+1 1:108.0 2:58.0 3:71.0 4:140.0 5:87.0 6:49.0 7:40.0 8:77.0 9:76.0 10:63.0 11:68.0 12:73.0 13:106.0 14:83.0 15:101.0 16:153.0
+1 1:79.0 2:63.0 3:52.0 4:46.0 5:62.0 6:50.0 7:52.0 8:73.0 9:50.0 10:47.0 11:70.0 12:95.0 13:49.0 14:77.0 15:88.0 16:76.0
+1 1:30.0 2:14.0 3:20.0 4:15.0 5:7.0 6:14.0 7:17.0 8:27.0 9:27.0 10:22.0 11:17.0 12:19.0 13:15.0 14:15.0 15:31.0 16:24.0
+1 1:78.0 2:38.0 3:48.0 4:40.0 5:39.0 6:38.0 7:38.0 8:40.0 9:57.0 10:34.0 11:37.0 12:32.0 13:30.0 14:45.0 15:37.0 16:32.0
+1 1:74.0 2:48.0 3:52.0 4:56.0 5:47.0 6:25.0 7:28.0 8:30.0 9:59.0 10:32.0 11:41.0 12:42.0 13:50.0 14:25.0 15:53.0 16:63.0
+1 1:108.0 2:57.0 3:70.0 4:75.0 5:65.0 6:34.0 7:25.0 8:42.0 9:79.0 10:29.0 11:51.0 12:54.0 13:57.0 14:46.0 15:68.0 16:80.0
+1 1:135.0 2:71.0 3:80.0 4:96.0 5:91.0 6:63.0 7:28.0 8:61.0 9:92.0 10:36.0 11:53.0 12:50.0 13:64.0 14:73.0 15:70.0 16:107.0
+1 1:75.0 2:46.0 3:54.0 4:48.0 5:57.0 6:30.0 7:24.0 8:31.0 9:48.0 10:30.0 11:39.0 12:29.0 13:43.0 14:36.0 15:29.0 16:32.0
+1 1:80.0 2:54.0 3:66.0 4:50.0 5:63.0 6:32.0 7:36.0 8:36.0 9:66.0 10:44.0 11:42.0 12:39.0 13:41.0 14:37.0 15:47.0 16:39.0
+1 1:35.0 2:16.0 3:39.0 4:14.0 5:17.0 6:9.0 7:14.0 8:16.0 9:32.0 10:20.0 11:34.0 12:23.0 13:20.0 14:11.0 15:22.0 16:25.0
-1 1:114.0 2:83.0 3:80.0 4:101.0 5:92.0 6:57.0 7:52.0 8:53.0 9:102.0 10:44.0 11:49.0 12:56.0 13:70.0 14:70.0 15:70.0 16:80.0
-1 1:170.0 2:109.0 3:77.0 4:146.0 5:118.0 6:63.0 7:46.0 8:68.0 9:92.0 10:47.0 11:44.0 12:56.0 13:121.0 14:76.0 15:73.0 16:151.0
-1 1:224.0 2:96.0 3:117.0 4:143.0 5:125.0 6:64.0 7:55.0 8:90.0 9:118.0 10:75.0 11:60.0 12:59.0 13:113.0 14:99.0 15:80.0 16:110.0
-1 1:236.0 2:103.0 3:132.0 4:171.0 5:115.0 6:68.0 7:60.0 8:84.0 9:154.0 10:57.0 11:89.0 12:98.0 13:136.0 14:99.0 15:117.0 16:171.0
-1 1:332.0 2:169.0 3:197.0 4:265.0 5:196.0 6:105.0 7:79.0 8:135.0 9:209.0 10:107.0 11:111.0 12:155.0 13:225.0 14:134.0 15:196.0 16:252.0
-1 1:26.0 2:23.0 3:18.0 4:21.0 5:30.0 6:20.0 7:17.0 8:26.0 9:14.0 10:27.0 11:13.0 12:15.0 13:18.0 14:23.0 15:21.0 16:26.0
-1 1:30.0 2:22.0 3:25.0 4:34.0 5:23.0 6:10.0 7:11.0 8:36.0 9:36.0 10:11.0 11:14.0 12:12.0 13:21.0 14:37.0 15:24.0 16:63.0
-1 1:267.0 2:96.0 3:122.0 4:155.0 5:123.0 6:55.0 7:40.0 8:98.0 9:121.0 10:68.0 11:82.0 12:95.0 13:129.0 14:97.0 15:122.0 16:164.0
-1 1:440.0 2:224.0 3:252.0 4:316.0 5:297.0 6:168.0 7:100.0 8:202.0 9:260.0 10:159.0 11:144.0 12:153.0 13:235.0 14:216.0 15:220.0 16:305.0
-1 1:64.0 2:24.0 3:27.0 4:58.0 5:25.0 6:30.0 7:14.0 8:36.0 9:34.0 10:19.0 11:20.0 12:26.0 13:49.0 14:32.0 15:39.0 16:71.0
-1 1:251.0 2:89.0 3:117.0 4:93.0 5:117.0 6:48.0 7:27.0 8:64.0 9:135.0 10:46.0 11:31.0 12:54.0 13:47.0 14:73.0 15:91.0 16:106.0
-1 1:44.0 2:36.0 3:38.0 4:47.0 5:36.0 6:33.0 7:17.0 8:29.0 9:49.0 10:16.0 11:25.0 12:31.0 13:35.0 14:30.0 15:42.0 16:34.0
-1 1:103.0 2:41.0 3:71.0 4:46.0 5:47.0 6:15.0 7:26.0 8:28.0 9:68.0 10:30.0 11:25.0 12:32.0 13:43.0 14:30.0 15:33.0 16:39.0
-1 1:74.0 2:22.0 3:43.0 4:26.0 5:24.0 6:9.0 7:18.0 8:22.0 9:45.0 10:22.0 11:25.0 12:29.0 13:22.0 14:20.0 15:35.0 16:35.0
-1 1:60.0 2:37.0 3:34.0 4:60.0 5:36.0 6:24.0 7:21.0 8:32.0 9:42.0 10:27.0 11:38.0 12:44.0 13:53.0 14:25.0 15:58.0 16:45.0
-1 1:292.0 2:115.0 3:152.0 4:160.0 5:128.0 6:61.0 7:54.0 8:102.0 9:152.0 10:61.0 11:71.0 12:89.0 13:146.0 14:108.0 15:97.0 16:150.0
-1 1:115.0 2:52.0 3:90.0 4:82.0 5:68.0 6:26.0 7:22.0 8:52.0 9:87.0 10:41.0 11:35.0 12:45.0 13:69.0 14:49.0 15:61.0 16:96.0
-1 1:31.0 2:22.0 3:16.0 4:30.0 5:20.0 6:7.0 7:10.0 8:14.0 9:28.0 10:5.0 11:16.0 12:13.0 13:20.0 14:17.0 15:20.0 16:25.0
-1 1:100.0 2:60.0 3:66.0 4:112.0 5:80.0 6:43.0 7:42.0 8:89.0 9:75.0 10:54.0 11:74.0 12:67.0 13:83.0 14:97.0 15:88.0 16:117.0
-1 1:151.0 2:88.0 3:77.0 4:116.0 5:84.0 6:59.0 7:51.0 8:75.0 9:95.0 10:51.0 11:73.0 12:63.0 13:102.0 14:71.0 15:81.0 16:110.0
-1 1:116.0 2:71.0 3:91.0 4:131.0 5:89.0 6:62.0 7:55.0 8:116.0 9:103.0 10:94.0 11:98.0 12:89.0 13:100.0 14:95.0 15:141.0 16:197.0
-1 1:215.0 2:86.0 3:98.0 4:146.0 5:106.0 6:37.0 7:31.0 8:61.0 9:118.0 10:42.0 11:81.0 12:78.0 13:106.0 14:70.0 15:109.0 16:111.0
-1 1:373.0 2:135.0 3:243.0 4:200.0 5:179.0 6:86.0 7:82.0 8:125.0 9:249.0 10:124.0 11:143.0 12:132.0 13:150.0 14:127.0 15:180.0 16:195.0
-1 1:153.0 2:51.0 3:51.0 4:119.0 5:62.0 6:24.0 7:24.0 8:51.0 9:74.0 10:26.0 11:23.0 12:36.0 13:85.0 14:60.0 15:61.0 16:146.0
-1 1:107.0 2:67.0 3:72.0 4:130.0 5:80.0 6:56.0 7:59.0 8:103.0 9:71.0 10:91.0 11:91.0 12:103.0 13:118.0 14:84.0 15:134.0 16:194.0
-1 1:59.0 2:27.0 3:27.0 4:46.0 5:32.0 6:10.0 7:18.0 8:30.0 9:30.0 10:20.0 11:16.0 12:22.0 13:38.0 14:33.0 15:27.0 16:65.0
-1 1:355.0 2:151.0 3:162.0 4:233.0 5:166.0 6:87.0 7:70.0 8:127.0 9:200.0 10:77.0 11:101.0 12:123.0 13:180.0 14:135.0 15:168.0 16:202.0
-1 1:189.0 2:109.0 3:104.0 4:191.0 5:138.0 6:76.0 7:58.0 8:136.0 9:111.0 10:98.0 11:114.0 12:133.0 13:154.0 14:125.0 15:181.0 16:278.0
-1 1:43.0 2:8.0 3:34.0 4:28.0 5:17.0 6:4.0 7:13.0 8:13.0 9:28.0 10:17.0 11:21.0 12:22.0 13:25.0 14:18.0 15:20.0 16:39.0
-1 1:238.0 2:108.0 3:169.0 4:188.0 5:137.0 6:100.0 7:76.0 8:141.0 9:170.0 10:120.0 11:114.0 12:111.0 13:158.0 14:126.0 15:156.0 16:192.0
-1 1:30.0 2:19.0 3:19.0 4:25.0 5:25.0 6:19.0 7:10.0 8:20.0 9:16.0 10:16.0 11:28.0 12:23.0 13:21.0 14:20.0 15:27.0 16:17.0
-1 1:186.0 2:66.0 3:86.0 4:123.0 5:90.0 6:39.0 7:24.0 8:50.0 9:96.0 10:42.0 11:62.0 12:51.0 13:89.0 14:56.0 15:79.0 16:102.0
-1 1:36.0 2:18.0 3:32.0 4:25.0 5:26.0 6:17.0 7:10.0 8:12.0 9:29.0 10:15.0 11:14.0 12:13.0 13:20.0 14:15.0 15:15.0 16:23.0
-1 1:107.0 2:72.0 3:55.0 4:70.0 5:58.0 6:32.0 7:36.0 8:42.0 9:87.0 10:27.0 11:35.0 12:37.0 13:51.0 14:37.0 15:61.0 16:71.0
-1 1:229.0 2:77.0 3:98.0 4:144.0 5:91.0 6:36.0 7:40.0 8:92.0 9:111.0 10:58.0 11:43.0 12:60.0 13:117.0 14:88.0 15:91.0 16:158.0
-1 1:53.0 2:27.0 3:25.0 4:87.0 5:47.0 6:21.0 7:16.0 8:41.0 9:20.0 10:29.0 11:33.0 12:51.0 13:72.0 14:48.0 15:59.0 16:113.0
-1 1:137.0 2:92.0 3:85.0 4:122.0 5:93.0 6:55.0 7:49.0 8:88.0 9:106.0 10:69.0 11:62.0 12:53.0 13:99.0 14:69.0 15:95.0 16:124.0
-1 1:153.0 2:72.0 3:77.0 4:119.0 5:83.0 6:46.0 7:30.0 8:77.0 9:84.0 10:45.0 11:58.0 12:58.0 13:101.0 14:73.0 15:80.0 16:124.0
-1 1:293.0 2:96.0 3:141.0 4:166.0 5:111.0 6:68.0 7:53.0 8:121.0 9:154.0 10:75.0 11:84.0 12:71.0 13:138.0 14:114.0 15:106.0 16:167.0
-1 1:262.0 2:119.0 3:126.0 4:181.0 5:127.0 6:83.0 7:58.0 8:85.0 9:161.0 10:51.0 11:76.0 12:70.0 13:137.0 14:100.0 15:99.0 16:167.0
-1 1:104.0 2:67.0 3:69.0 4:107.0 5:79.0 6:44.0 7:35.0 8:54.0 9:80.0 10:47.0 11:49.0 12:49.0 13:83.0 14:54.0 15:73.0 16:97.0
-1 1:26.0 2:14.0 3:14.0 4:27.0 5:20.0 6:12.0 7:8.0 8:27.0 9:14.0 10:13.0 11:17.0 12:18.0 13:21.0 14:28.0 15:23.0 16:47.0
